Destination,District,Timespan,Review
Beddagana Wetland Park,colombo,3 years ago,beautiful natural park near busy town motte great place watch butterflies birds calm holiday however interested watching butterflies best visit
Beddagana Wetland Park,colombo,5 years ago,calm place nature lovers inside colombo city see variety birds view points trail looks nice allowed take items plastic bags allowed
Beddagana Wetland Park,colombo,a year ago,well maintained park good sunny days full green home many lives allowed bring plastic polythene adhere u
Beddagana Wetland Park,colombo,2 years ago,place entered could doesn't believe colombo city limits lucky enough get guided tour ms armada really educated field gave us descriptive educational
Beddagana Wetland Park,colombo,10 months ago,entrance sri road via road nice time morning walk nearly around park
Beddagana Wetland Park,colombo,5 years ago,peaceful natural area butterflies birds watch walking paths popular couples however security guards coming times allow stay near trees walking path couples
Beddagana Wetland Park,colombo,a year ago,wow best place traveling specify busy weekdays morning recommended ticket price local adult
Beddagana Wetland Park,colombo,2 months ago,park true gem nestled heart colombo nature seeking respite urban hustle bustle amidst city vibrant energy immerse natural
Beddagana Wetland Park,colombo,2 years ago,place heart colombo people doesn't know behave protect places visiting type places doesn't make area birds
Beddagana Wetland Park,colombo,2 years ago,calm place away hustle bustle city nature lovers place learn educational tours well birdwatching visitors must beware snakes crocodiles
Beddagana Wetland Park,colombo,a year ago,great experience location never place colombo especially town area bring cap otherwise get rid light
Beddagana Wetland Park,colombo,7 years ago,easily reachable parking available adjoining car park chargeable basis park roadside close entrance free
Beddagana Wetland Park,colombo,4 years ago,beautiful place around colombo great time place specially suit wedding photography model shoots pretty sure place would give great experience nature lovers great time friends family id highly recommend place visit doesn't miss
Beddagana Wetland Park,colombo,3 months ago,seems bird diversity area limited water spotted birdwatchers expect see variety bird presence many couples visiting area
Beddagana Wetland Park,colombo,3 months ago,beautiful calm place relaxing
Beddagana Wetland Park,colombo,4 years ago,place ideal place family visit would say best couples lovers experience good place spending time walking talking
Beddagana Wetland Park,colombo,4 days ago,calm suitable dating sit 's think uncomfortable factor dating
Beddagana Wetland Park,colombo,5 years ago,bird lovers bird lover ideal place closer capital bird watching nice place spend time closer nature park offers great views surrounding area observation
Beddagana Wetland Park,colombo,10 months ago,beautiful place beautiful natural place natural beauty around colombo ticket must purchased enter
Beddagana Wetland Park,colombo,3 years ago,park located middle sri administrative capital ideal place evening walk pathways done sleepers well footpath mangroves
Beddagana Wetland Park,colombo,2 years ago,opened years ago park lot offer one side opens lake minaret takes us mangrove marsh wooden platform side walk
Beddagana Wetland Park,colombo,5 months ago,looking forward spending time nature  lover looking forward budget hang friends family park best place good photo shoot good
Beddagana Wetland Park,colombo,3 years ago,great place watch birds butterflies plants green place like city like colombo kind place valuable like feel nature
Beddagana Wetland Park,colombo,2 months ago,good place relax suitable couples
Beddagana Wetland Park,colombo,8 months ago,good place visit many peoples come many take photographs went nim first visit
Beddagana Wetland Park,colombo,4 years ago,nice place hidden suburbs greenery location ideal anyone walk close nature even though one surrounded trees swamp plants catch cold climate
Beddagana Wetland Park,colombo,a year ago,beautiful place find rush area like colombo natural place ponds part ya adults parking per hour beautiful calm
Beddagana Wetland Park,colombo,4 years ago,place honestly hard believe place exist colombo
Beddagana Wetland Park,colombo,5 years ago,awesome place visit see rise birds lake view beautiful landscape middle city
Beddagana Wetland Park,colombo,a year ago,absolutely attractive sensitive natural beauty different kind ow birds view also
Beddagana Wetland Park,colombo,6 years ago,almost impossible believe beautiful place near colombo area ride parks opens entrance ticket believe worth
Beddagana Wetland Park,colombo,4 years ago,beautiful place diversity birds butterflies plants et little bit experience bring food polythene security check u  enter
Beddagana Wetland Park,colombo,2 years ago,could doesn't believe kind park middle colombo visit living colombo
Beddagana Wetland Park,colombo,5 months ago,experience great design perfectly synced nature several birds could see much decks aged also beware crocodiles put signs
Beddagana Wetland Park,colombo,a month ago,park hidden gem heart urban area almost isolated wasteland experience someone recently visited struck parks ability transport city hustle
Beddagana Wetland Park,colombo,10 months ago,beautiful park located visit morning evening calm place hangout
Beddagana Wetland Park,colombo,5 years ago,nice place love spend time nature good place relaxing walk home many birds butterflies best thing doesn't allowed take plastic bottles polythene parking space
Beddagana Wetland Park,colombo,6 years ago,superb place take park also provides facility educates public city natural resources well providing open space walking paths park holds value nature lets hold hands walk park saw people polythene waste
Beddagana Wetland Park,colombo,2 years ago,park home variety animal much invites exotic migratory birds butterflies dragonflies flourishing swamp lands migratory bird
Beddagana Wetland Park,colombo,a year ago,nice place located city colombo people wont believe place located colombo city park really beautiful awesome place situated
Beddagana Wetland Park,colombo,2 years ago,great place hike date doesn't forget bring camera lots nice places take photos relatively small area covered within couple hours tower platforms ya view
Beddagana Wetland Park,colombo,11 months ago,nice location photo shoot love spend time nature wildlife
Beddagana Wetland Park,colombo,9 months ago,leaving good things natural biodiversity udo management place seemed basically go see without ticket one secondary entrances ask
Beddagana Wetland Park,colombo,4 years ago,peaceful place middle city specially natural tickets price also per person parking space place recommend anyone little play ground interesting
Beddagana Wetland Park,colombo,4 years ago,addition nothing special see built inside poor maintenance permission need use camera equipment nice waking path parking washrooms available washrooms clean
Beddagana Wetland Park,colombo,4 years ago,good place spend time nature location maintained fine find lot couples week days working times less crowded
Beddagana Wetland Park,colombo,5 months ago,calm quite place middle capital sri lanka walk foot path places walk water reserve got walk natural beauty see lot
Beddagana Wetland Park,colombo,2 years ago,really calm peaceful tracks designed well highly popular photography events note book
Beddagana Wetland Park,colombo,2 years ago,near capital city sri lanka place beautiful place nature lover special good bird watching
Beddagana Wetland Park,colombo,2 months ago,beautiful park nice walking paths variety trees birds nice escape city one surrounded nature peace
Beddagana Wetland Park,colombo,5 years ago,related place visit opening areas may nice middle park tower climb nature rainy day highly recommended bring
Beddagana Wetland Park,colombo,2 years ago,park  situated rampart road sri motte great place mother nature much bird watching taking stroll sinking beauty surrounding
Beddagana Wetland Park,colombo,3 years ago,beautiful place wedding photo shoots preschools et park consists kinds birds bird photographers often visit capture close ups different kinds birds bare entrance fee locals photo shoots 'll charged depending type shoot
Beddagana Wetland Park,colombo,2 years ago,great place many different locations good variety photos 'll need bit walking get good photo locations
Beddagana Wetland Park,colombo,2 years ago,colombo beautiful wooden paths walk ideal place spend quality time greenly
Beddagana Wetland Park,colombo,2 years ago,good natural place water add pure oxygen polluted colombo atmosphere vehicle park tickets entrance tickets perfect
Beddagana Wetland Park,colombo,4 years ago,one beautiful place ever visited
Beddagana Wetland Park,colombo,5 days ago,place good bit place great years ago maintain great place hangout
Beddagana Wetland Park,colombo,7 months ago,beautiful experience place connect true nature
